,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,CHARSET1,SERVER1,WHOIS_COUNTRY1,WHOIS_STATEPRO1,WHOIS_REGDATE1,WHOIS_UPDATED_DATE1,TCP_CONVERSATION_EXCHANGE1,DIST_REMOTE_TCP_PORT1,REMOTE_IPS1,APP_BYTES1,SOURCE_APP_PACKETS1,REMOTE_APP_PACKETS1,SOURCE_APP_BYTES1,REMOTE_APP_BYTES1,APP_PACKETS1,DNS_QUERY_TIMES1
898,50,9,359,295,43996.0,82,43,10,12,593,763,593,593,593,590,590,593,593,892.0,1,379,386,84,45,10,13,657,916,657,657,655,590,590,655,655,976.0
899,50,10,382,295,13076.0,1054,19,2,5,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,19,2,5,657,916,657,657,655,590,590,655,655,976.0
900,50,10,544,295,6953.0,82,4,1,3,593,763,593,593,593,590,590,593,593,892.0,1,676,386,84,4,1,3,657,916,657,657,655,590,590,655,655,976.0
901,50,10,359,30,-1.0,1054,369,5,5,4,2,21,1,3,2,1,1,3,19.0,1,379,30,1103,372,5,5,4,2,21,1,3,2,1,1,3,19.0
902,50,9,359,49,-1.0,1054,369,2,2,44,151,168,18,43,34,8,18,43,892.0,1,379,49,1103,372,2,2,48,151,183,18,43,40,8,18,43,976.0
903,50,9,382,50,3071.0,1054,60,1,1,47,60,112,11,36,29,5,11,36,892.0,1,427,51,1103,61,1,2,53,60,128,11,38,39,5,11,38,976.0
904,50,10,121,162,243.0,1054,2,1,1,17,25,148,1,22,21,1,2,22,276.0,1,134,211,1103,2,1,1,18,26,191,1,26,25,1,2,26,309.0
905,50,10,382,1,-1.0,241,290,76,79,2,151,62,1,1,1,1,1,1,276.0,1,427,1,306,362,127,139,2,151,67,1,1,1,1,1,1,309.0
906,50,11,382,175,1819.0,1054,369,21,22,18,5,107,1,11,10,1,1,11,90.0,1,427,175,1103,372,21,22,18,5,134,1,11,11,1,1,11,105.0
907,50,10,359,162,-1.0,1054,75,1,1,2,151,107,1,2,1,1,1,2,90.0,1,379,211,1103,75,1,1,2,151,134,1,2,1,1,1,2,105.0
908,50,11,151,110,324.0,1054,369,1,2,14,54,89,1,20,12,1,1,20,276.0,1,155,113,1103,372,1,2,17,106,97,1,26,15,1,1,26,309.0
909,50,11,382,295,2797.0,241,290,76,79,10,763,112,1,9,3,1,1,9,276.0,1,427,386,306,362,127,139,10,916,128,1,9,3,1,1,9,309.0
910,50,12,382,1,-1.0,1054,75,1,1,23,763,107,1,15,13,1,1,15,276.0,1,427,1,1103,75,1,1,26,916,134,1,21,17,1,1,21,309.0
911,50,11,544,2,-1.0,1054,369,59,59,10,5,41,2,11,11,2,3,11,90.0,1,676,2,1103,372,59,59,11,5,42,2,11,11,2,3,11,105.0
912,50,9,382,175,1189.0,241,290,1,2,21,67,21,1,19,27,1,1,19,171.0,1,427,175,306,362,1,2,27,69,21,1,22,31,1,1,22,213.0
913,50,9,544,162,24971.0,1054,369,2,2,42,763,148,1,23,29,2,1,23,276.0,1,676,211,1103,372,2,2,56,916,191,1,35,40,2,1,35,309.0
914,50,10,382,175,413.0,241,290,76,79,32,763,112,1,29,22,2,1,29,276.0,1,427,175,306,362,127,139,35,916,128,1,34,25,2,1,34,309.0
915,50,9,359,50,5316.0,1054,60,1,1,5,67,89,1,2,5,1,1,2,101.0,1,379,51,1103,61,1,1,5,69,97,1,2,5,1,1,2,142.0
916,50,11,544,295,435494.0,241,290,76,79,1,60,89,1,1,1,1,1,1,101.0,1,676,386,306,362,127,139,1,60,97,1,2,1,1,1,2,142.0
917,50,14,121,175,-1.0,1054,369,8,10,23,77,107,1,15,16,1,1,15,171.0,1,134,175,1103,372,8,10,26,78,134,1,19,21,1,1,19,213.0
918,50,9,151,50,324.0,1054,45,5,7,593,763,593,593,593,590,590,593,593,892.0,1,155,51,1103,57,5,7,657,916,657,657,655,590,590,655,655,976.0
919,50,11,382,50,1208.0,1054,63,8,9,593,763,593,593,593,590,590,593,593,892.0,1,427,51,1103,65,8,9,657,916,657,657,655,590,590,655,655,976.0
920,50,9,382,5,1149.0,1054,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,5,1103,3,1,1,657,916,657,657,655,590,590,655,655,976.0
921,50,10,544,162,-1.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,211,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
922,50,10,544,24,1970.0,1054,19,1,3,593,763,593,593,593,590,590,593,593,892.0,1,676,25,1103,19,1,3,657,916,657,657,655,590,590,655,655,976.0
923,50,10,151,110,324.0,1054,60,2,2,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1103,61,2,2,657,916,657,657,655,590,590,655,655,976.0
924,50,9,151,110,324.0,1054,15,1,1,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1103,15,1,1,657,916,657,657,655,590,590,655,655,976.0
925,51,14,544,295,-1.0,1,0,0,4,6,763,70,0,9,1,0,0,9,101.0,0,676,386,9,8,8,12,7,916,101,1,10,2,1,1,10,142.0
926,51,14,382,88,-1.0,1054,63,0,4,25,67,89,0,29,34,5,1,29,892.0,0,427,94,1103,65,2,6,30,69,97,2,34,40,6,3,34,976.0
927,51,10,382,2,-1.0,3,3,1,2,593,763,593,593,593,590,590,593,593,892.0,1,427,3,3,3,1,2,657,916,657,657,655,590,590,655,655,976.0
928,51,10,151,50,324.0,241,290,5,7,593,763,593,593,593,590,590,593,593,892.0,1,155,51,306,362,5,7,657,916,657,657,655,590,590,655,655,976.0
929,51,10,544,4,-1.0,1054,20,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,4,1103,23,1,1,657,916,657,657,655,590,590,655,655,976.0
930,51,8,544,2,25866.0,1054,369,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,3,1103,372,2,2,657,916,657,657,655,590,590,655,655,976.0
931,51,10,382,162,6130.0,1054,1,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,211,1103,1,1,1,657,916,657,657,655,590,590,655,655,976.0
932,51,9,382,175,-1.0,1054,369,33,36,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,372,33,36,657,916,657,657,655,590,590,655,655,976.0
933,51,10,121,1,231.0,7,1,3,1,42,54,148,1,16,29,1,1,16,101.0,1,134,1,10,2,3,1,56,106,191,1,25,39,1,1,25,142.0
934,51,9,359,1,10333.0,241,290,76,79,42,151,148,5,30,41,24,5,30,892.0,1,379,1,306,362,127,139,56,151,191,6,32,48,24,5,32,976.0
935,51,10,359,295,9890.0,241,290,76,79,25,60,76,3,16,29,4,3,16,892.0,1,379,386,306,362,127,139,31,60,80,3,25,39,4,3,25,976.0
936,51,9,382,175,6748.0,1054,45,14,14,23,25,89,2,22,29,3,1,22,892.0,1,427,175,1103,57,14,14,26,26,97,2,26,39,3,1,26,976.0
937,51,12,382,175,1819.0,1054,369,21,22,13,16,21,1,19,24,1,1,19,892.0,1,427,175,1103,372,21,22,13,16,21,1,22,26,1,1,22,976.0
938,51,8,382,162,162.0,1054,7,2,1,45,77,168,3,39,8,6,3,39,892.0,1,427,211,1103,10,2,1,48,78,183,3,42,42,6,3,42,976.0
939,51,10,151,110,324.0,241,290,76,79,44,151,148,18,43,42,31,18,43,892.0,1,155,113,306,362,127,139,48,151,191,18,43,48,31,18,43,976.0
940,51,11,151,110,324.0,241,290,3,3,21,60,62,1,18,22,1,1,18,101.0,1,155,113,306,362,3,3,27,60,67,1,23,29,1,2,23,142.0
941,51,10,359,88,-1.0,1054,23,3,5,11,151,62,1,5,15,1,1,5,171.0,1,379,94,1103,24,3,5,13,151,67,1,7,16,1,1,7,213.0
942,51,11,359,8,58090.0,1054,369,1,2,10,763,70,1,10,9,9,1,10,892.0,1,379,9,1103,372,1,2,13,916,101,3,14,43,43,3,14,976.0
943,51,10,544,162,-1.0,1054,369,2,4,10,5,25,1,11,18,1,1,11,171.0,1,676,211,1103,372,2,4,10,5,25,1,11,18,1,1,11,213.0
944,51,11,544,175,-1.0,1054,63,3,5,13,5,21,1,12,8,1,1,12,276.0,1,676,175,1103,65,3,5,13,5,21,1,14,9,1,1,14,309.0
945,51,9,359,175,15302.0,1054,56,1,1,593,763,593,593,593,590,590,593,593,892.0,1,379,175,1103,58,1,1,657,916,657,657,655,590,590,655,655,976.0
946,51,11,121,295,239.0,1054,29,17,30,593,763,593,593,593,590,590,593,593,892.0,1,134,386,1103,29,17,30,657,916,657,657,655,590,590,655,655,976.0
947,51,9,382,175,-1.0,1054,369,33,36,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,372,33,36,657,916,657,657,655,590,590,655,655,976.0
948,51,8,382,295,57.0,1054,10,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,10,1,1,657,916,657,657,655,590,590,655,655,976.0
949,51,11,382,295,557.0,1054,56,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,58,1,1,657,916,657,657,655,590,590,655,655,976.0
950,52,14,544,295,-1.0,1,0,0,4,3,763,70,0,16,10,0,0,16,101.0,0,676,386,9,8,8,12,4,916,101,1,18,11,1,1,18,142.0
951,52,12,544,0,13650.0,0,290,76,79,25,54,107,0,24,21,0,0,24,171.0,0,676,1,2,362,127,139,27,106,134,1,26,25,1,1,26,213.0
952,52,14,6,2,-1.0,7,0,0,2,25,54,62,1,22,23,0,0,22,276.0,0,7,3,10,1,1,3,30,106,67,3,26,27,2,2,26,309.0
953,52,9,382,175,-1.0,1054,369,33,36,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,372,33,36,657,916,657,657,655,590,590,655,655,976.0
954,52,12,382,5,-1.0,1054,10,2,5,593,763,593,593,593,590,590,593,593,892.0,1,427,5,1103,10,2,5,657,916,657,657,655,590,590,655,655,976.0
955,52,10,359,1,17302.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,379,1,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
956,52,10,544,12,5315.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,12,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
957,52,10,382,162,1516.0,1054,15,14,15,593,763,593,593,593,590,590,593,593,892.0,1,427,211,1103,15,14,15,657,916,657,657,655,590,590,655,655,976.0
958,52,11,544,1,-1.0,1054,369,59,59,593,763,593,593,593,590,590,593,593,892.0,1,676,1,1103,372,59,59,657,916,657,657,655,590,590,655,655,976.0
959,52,12,544,6,-1.0,19,17,1,2,593,763,593,593,593,590,590,593,593,892.0,1,676,6,21,19,1,2,657,916,657,657,655,590,590,655,655,976.0
960,52,10,544,295,-1.0,1054,369,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,372,2,2,657,916,657,657,655,590,590,655,655,976.0
961,52,10,382,2,3529.0,1054,369,2,3,593,763,593,593,593,590,590,593,593,892.0,1,427,2,1103,372,2,3,657,916,657,657,655,590,590,655,655,976.0
962,52,12,544,175,-1.0,1054,369,8,10,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,372,8,10,657,916,657,657,655,590,590,655,655,976.0
963,52,11,544,295,8105.0,6,3,2,4,17,763,168,1,22,26,1,1,22,276.0,1,676,386,6,3,2,4,18,916,183,1,26,31,1,1,26,309.0
964,52,10,382,3,1235.0,1054,75,1,1,45,151,148,20,39,34,5,20,39,892.0,1,427,3,1103,75,1,1,48,151,191,20,42,40,6,20,42,976.0
965,52,9,382,50,11.0,1054,63,8,9,37,151,168,12,37,40,10,12,37,892.0,1,427,51,1103,65,8,9,39,151,183,12,38,40,10,12,38,976.0
966,52,10,544,20,-1.0,1054,15,1,2,44,151,168,9,43,40,4,9,43,892.0,1,676,20,1103,15,1,2,48,151,183,9,43,40,4,9,43,976.0
967,52,9,544,9,9662.0,241,290,2,4,21,25,76,2,15,20,2,2,15,276.0,1,676,9,306,362,2,4,27,26,80,2,19,28,2,2,19,309.0
968,52,9,359,295,44313.0,82,43,10,12,45,67,70,9,39,41,2,9,39,892.0,1,379,386,84,45,10,13,48,69,101,9,42,48,2,9,42,976.0
969,52,10,151,175,257.0,1054,63,5,5,45,151,148,9,39,40,1,9,39,892.0,1,155,175,1103,65,5,5,48,151,191,9,42,40,1,9,42,976.0
970,52,11,544,88,-1.0,241,290,76,79,26,151,70,20,22,42,31,20,22,892.0,1,676,94,306,362,127,139,28,151,101,20,25,48,31,20,25,976.0
971,52,11,544,13,-1.0,241,290,1,5,2,67,107,1,1,2,1,1,1,101.0,1,676,13,306,362,1,5,2,69,134,1,1,2,1,1,1,142.0
972,52,9,544,88,-1.0,82,43,1,3,32,77,89,4,29,22,2,4,29,276.0,1,676,94,84,45,1,3,35,78,97,4,34,29,2,4,34,309.0
973,52,10,359,295,17167.0,241,290,1,2,32,54,112,1,29,23,1,1,29,276.0,1,379,386,306,362,1,2,35,106,128,1,34,27,1,1,34,309.0
974,52,10,544,49,-1.0,1054,30,30,29,5,5,28,1,3,2,1,1,3,171.0,1,676,49,1103,30,30,29,5,5,30,1,3,2,1,1,3,213.0
975,52,8,359,2,-1.0,241,290,3,4,14,67,76,1,20,15,1,1,20,276.0,1,379,2,306,362,3,4,17,69,80,1,26,16,1,1,26,309.0
976,52,11,544,29,-1.0,241,290,76,79,21,763,62,1,18,20,1,1,18,276.0,1,676,36,306,362,127,139,24,916,67,1,23,26,1,1,23,309.0
977,52,11,6,15,0.0,1054,15,2,3,23,763,112,1,29,33,1,1,29,276.0,1,7,15,1103,15,2,3,30,916,128,1,31,35,1,1,31,309.0
978,52,11,382,1,14863.0,3,1,1,2,25,77,168,1,22,27,1,1,22,101.0,1,427,1,3,1,1,2,27,78,183,1,26,31,1,1,26,142.0
979,52,10,151,175,257.0,1054,63,5,5,15,5,70,1,10,9,1,1,10,90.0,1,155,175,1103,65,5,5,16,5,101,1,10,9,1,1,10,105.0
980,52,10,382,295,5443.0,82,9,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,386,84,9,1,1,657,916,657,657,655,590,590,655,655,976.0
981,52,9,359,1,28239.0,241,290,76,79,5,54,28,1,8,2,1,1,8,276.0,1,379,1,306,362,127,139,5,106,30,1,8,2,1,1,8,309.0
982,52,8,359,162,-1.0,35,2,1,5,593,763,593,593,593,590,590,593,593,892.0,1,379,211,35,2,1,6,657,916,657,657,655,590,590,655,655,976.0
983,52,10,544,162,-1.0,82,1,1,2,593,763,593,593,593,590,590,593,593,892.0,1,676,211,84,1,1,2,657,916,657,657,655,590,590,655,655,976.0
984,52,11,359,30,-1.0,1054,369,25,31,593,763,593,593,593,590,590,593,593,892.0,1,379,30,1103,372,25,31,657,916,657,657,655,590,590,655,655,976.0
985,52,11,544,49,9801.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
986,53,12,382,29,242.0,1054,0,0,0,47,763,70,0,16,29,0,1,16,101.0,0,427,36,1103,1,1,1,53,916,101,1,20,39,1,2,20,142.0
987,53,11,382,175,-1.0,1054,369,33,36,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,372,33,36,657,916,657,657,655,590,590,655,655,976.0
988,53,10,544,162,-1.0,1054,23,1,5,593,763,593,593,593,590,590,593,593,892.0,1,676,211,1103,24,1,5,657,916,657,657,655,590,590,655,655,976.0
989,53,8,359,175,11158.0,1054,20,2,2,593,763,593,593,593,590,590,593,593,892.0,1,379,175,1103,23,2,2,657,916,657,657,655,590,590,655,655,976.0
990,53,10,544,4,-1.0,82,9,3,7,593,763,593,593,593,590,590,593,593,892.0,1,676,4,84,9,3,7,657,916,657,657,655,590,590,655,655,976.0
991,53,12,544,175,-1.0,1054,369,8,10,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,372,8,10,657,916,657,657,655,590,590,655,655,976.0
992,53,11,359,4,-1.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,379,8,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
993,53,10,382,2,22897.0,241,290,1,1,25,49,76,3,16,29,4,3,16,892.0,1,427,2,306,362,1,1,31,53,80,3,25,39,4,3,25,976.0
994,53,11,544,6,8466.0,1054,2,1,4,19,25,25,1,15,22,2,1,15,892.0,1,676,6,1103,2,1,4,23,26,25,1,19,25,2,1,19,976.0
995,53,10,544,4,-1.0,82,9,3,7,42,60,148,2,30,33,1,2,30,892.0,1,676,4,84,9,3,7,56,60,191,2,32,35,1,2,32,976.0
996,53,9,544,1,2023.0,1054,8,1,1,25,151,168,4,21,22,1,4,21,892.0,1,676,1,1103,8,1,1,32,151,183,4,24,24,1,4,24,976.0
997,53,7,121,2,-1.0,82,43,1,3,25,60,76,1,22,22,1,4,22,171.0,1,134,2,84,45,1,7,32,60,80,1,26,29,1,4,26,213.0
998,53,12,121,295,211.0,241,290,1,1,27,77,107,2,15,13,2,2,15,171.0,1,134,386,306,362,1,1,36,78,134,2,21,17,2,2,21,213.0
999,53,12,382,295,359174.0,82,43,2,2,27,67,168,2,14,16,1,1,14,276.0,1,427,386,84,45,2,2,36,69,183,2,19,21,1,1,19,309.0
1000,53,9,151,110,324.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,155,113,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
1001,53,10,151,110,324.0,1,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1,362,127,139,657,916,657,657,655,590,590,655,655,976.0
1002,53,11,382,88,-1.0,241,290,1,5,25,151,62,1,19,24,1,1,19,276.0,1,427,94,306,362,1,5,27,151,67,1,21,26,1,1,21,309.0
1003,53,12,544,175,-1.0,1054,63,3,5,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,65,3,5,657,916,657,657,655,590,590,655,655,976.0
1004,53,9,544,162,20309.0,1054,369,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,211,1103,372,2,2,657,916,657,657,655,590,590,655,655,976.0
1005,54,11,121,295,228.0,1054,56,0,0,44,763,148,5,16,31,0,2,16,276.0,0,134,386,1103,58,1,1,48,916,191,6,25,42,2,3,25,309.0
1006,54,11,382,13,17140.0,1054,369,0,0,15,54,76,0,8,15,0,0,8,101.0,0,427,15,1103,372,1,1,16,106,80,1,14,16,1,1,14,142.0
1007,54,11,382,50,7849.0,1054,20,2,2,593,763,593,593,593,590,590,593,593,892.0,1,427,51,1103,23,2,2,657,916,657,657,655,590,590,655,655,976.0
1008,54,12,544,88,-1.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,676,94,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
1009,54,9,121,2,341.0,1054,7,2,2,593,763,593,593,593,590,590,593,593,892.0,1,134,2,1103,7,2,2,657,916,657,657,655,590,590,655,655,976.0
1010,54,12,382,1,2503.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,427,1,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
1011,54,9,151,110,324.0,1054,60,1,4,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1103,61,1,4,657,916,657,657,655,590,590,655,655,976.0
1012,54,12,382,12,-1.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,427,12,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
1013,54,8,382,50,11.0,1054,63,8,9,593,763,593,593,593,590,590,593,593,892.0,1,427,51,1103,65,8,9,657,916,657,657,655,590,590,655,655,976.0
1014,54,11,359,30,-1.0,1054,369,25,31,593,763,593,593,593,590,590,593,593,892.0,1,379,30,1103,372,25,31,657,916,657,657,655,590,590,655,655,976.0
1015,54,9,382,4,3020.0,82,43,1,1,10,49,89,1,8,18,1,1,8,276.0,1,427,4,84,45,1,1,11,49,97,1,8,18,1,1,8,309.0
1016,54,12,544,5,-1.0,1054,10,2,5,44,49,148,11,43,33,2,12,43,892.0,1,676,5,1103,10,2,5,48,53,191,11,43,35,2,12,43,976.0
1017,54,12,544,1,-1.0,1054,369,59,59,21,49,148,2,23,40,2,1,23,892.0,1,676,1,1103,372,59,59,30,49,191,2,35,40,2,1,35,976.0
1018,54,10,544,20,-1.0,7,2,2,2,26,151,70,20,22,8,1,20,22,892.0,1,676,20,10,2,2,2,28,151,101,20,25,42,1,20,25,976.0
1019,54,12,382,12,-1.0,241,290,76,79,25,31,89,2,21,29,5,2,21,892.0,1,427,12,306,362,127,139,32,31,97,2,24,39,5,2,24,976.0
1020,54,10,382,88,18952.0,1054,369,1,21,1,16,62,1,1,1,1,1,1,276.0,1,427,94,1103,372,1,21,1,17,67,1,1,1,1,1,1,309.0
1021,54,9,382,175,-1.0,1054,369,33,36,2,3,76,1,1,7,1,1,1,171.0,1,427,175,1103,372,33,36,2,3,80,1,1,7,1,1,1,213.0
1022,54,10,359,49,-1.0,1054,369,2,2,5,763,107,1,16,8,1,1,16,171.0,1,379,49,1103,372,2,2,6,916,134,1,18,8,1,1,18,213.0
1023,54,10,382,295,5438.0,1054,10,1,26,10,31,41,1,6,10,1,1,6,276.0,1,427,386,1103,10,1,27,10,31,42,1,7,11,1,1,7,309.0
1024,54,12,382,12,-1.0,241,290,76,79,15,763,148,1,10,15,1,1,10,90.0,1,427,12,306,362,127,139,16,916,191,1,10,16,1,1,10,105.0
1025,54,9,544,295,193.0,1054,63,1,3,45,54,168,1,37,40,3,1,37,101.0,1,676,386,1103,65,1,3,48,106,183,1,38,40,3,1,38,142.0
1026,54,9,151,110,324.0,241,290,1,1,10,77,107,1,7,10,1,1,7,171.0,1,155,113,306,362,1,1,11,78,134,1,8,11,1,1,8,213.0
1027,54,11,544,295,26.0,1054,60,1,1,23,16,89,1,15,20,1,1,15,171.0,1,676,386,1103,61,1,1,26,17,97,1,19,28,1,1,19,213.0
1028,54,10,544,8,-1.0,1054,369,2,2,25,49,70,1,23,22,1,1,23,276.0,1,676,9,1103,372,2,2,32,49,101,1,28,29,1,1,28,309.0
1029,54,10,544,2,20518.0,1054,369,59,59,8,2,107,1,5,3,1,1,5,90.0,1,676,2,1103,372,59,59,8,2,134,1,7,3,1,1,7,105.0
1030,54,12,359,175,1682.0,1054,60,1,1,25,54,107,1,23,22,1,1,23,276.0,1,379,175,1103,61,1,1,32,106,134,1,28,29,1,1,28,309.0
1031,54,11,544,2,9208.0,35,5,1,2,593,763,593,593,593,590,590,593,593,892.0,1,676,2,35,5,1,2,657,916,657,657,655,590,590,655,655,976.0
1032,54,12,151,110,324.0,241,290,4,3,593,763,593,593,593,590,590,593,593,892.0,1,155,113,306,362,4,3,657,916,657,657,655,590,590,655,655,976.0
1033,54,11,121,88,-1.0,1054,21,2,3,593,763,593,593,593,590,590,593,593,892.0,1,134,94,1103,22,2,3,657,916,657,657,655,590,590,655,655,976.0
1034,55,12,544,295,-1.0,1,0,0,4,2,763,70,0,8,3,0,0,8,101.0,0,676,386,9,8,8,12,3,916,101,1,9,4,1,1,9,142.0
1035,55,12,382,1,-1.0,19,17,0,2,19,16,168,0,9,10,0,0,9,90.0,0,427,3,21,19,2,4,23,17,183,1,11,12,1,1,11,105.0
1036,55,10,382,295,14953.0,1054,75,5,5,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,75,5,5,657,916,657,657,655,590,590,655,655,976.0
1037,55,9,544,295,2080.0,1054,369,3,3,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,372,3,3,657,916,657,657,655,590,590,655,655,976.0
1038,55,12,359,13,-1.0,1054,8,1,2,593,763,593,593,593,590,590,593,593,892.0,1,379,13,1103,8,1,2,657,916,657,657,655,590,590,655,655,976.0
1039,55,10,544,162,12275.0,1054,21,2,1,593,763,593,593,593,590,590,593,593,892.0,1,676,211,1103,22,2,2,657,916,657,657,655,590,590,655,655,976.0
1040,55,11,382,1,-1.0,1054,369,1,2,593,763,593,593,593,590,590,593,593,892.0,1,427,1,1103,372,1,2,657,916,657,657,655,590,590,655,655,976.0
1041,55,10,544,295,-1.0,1054,60,1,3,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,61,1,3,657,916,657,657,655,590,590,655,655,976.0
1042,55,12,359,30,-1.0,1054,369,25,31,593,763,593,593,593,590,590,593,593,892.0,1,379,30,1103,372,25,31,657,916,657,657,655,590,590,655,655,976.0
1043,55,9,544,88,-1.0,2,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,94,2,2,1,1,657,916,657,657,655,590,590,655,655,976.0
1044,55,10,544,2,-1.0,1054,369,59,59,593,763,593,593,593,590,590,593,593,892.0,1,676,2,1103,372,59,59,657,916,657,657,655,590,590,655,655,976.0
1045,55,12,359,295,66702.0,1054,15,11,12,593,763,593,593,593,590,590,593,593,892.0,1,379,386,1103,15,11,12,657,916,657,657,655,590,590,655,655,976.0
1046,55,8,359,2,-1.0,241,290,3,4,19,151,41,1,15,8,1,1,15,101.0,1,379,2,306,362,3,4,23,151,42,1,19,9,1,1,19,142.0
1047,55,11,544,1,-1.0,1054,369,59,59,5,3,148,1,6,7,1,1,6,90.0,1,676,1,1103,372,59,59,5,3,191,1,8,8,1,1,8,105.0
1048,55,12,544,88,-1.0,4,4,1,2,21,151,8,2,15,42,31,1,15,892.0,1,676,94,4,4,1,3,24,151,8,2,21,48,31,1,21,976.0
1049,55,9,544,4,-1.0,1054,60,1,2,47,151,168,11,36,41,24,11,36,892.0,1,676,8,1103,61,1,2,53,151,183,11,38,48,24,11,38,976.0
1050,55,10,544,1,13898.0,1054,6,1,1,16,151,107,3,12,8,1,2,12,276.0,1,676,1,1103,6,1,1,16,151,134,3,13,10,1,2,13,309.0
1051,55,10,359,295,44324.0,82,43,10,12,45,151,148,20,39,42,31,20,39,892.0,1,379,386,84,45,10,13,48,151,191,20,42,48,31,20,42,976.0
1052,55,12,544,1,-1.0,1054,369,59,59,17,67,76,2,14,41,24,2,14,892.0,1,676,1,1103,372,59,59,18,69,80,2,16,48,24,2,16,976.0
1053,55,10,544,1,-1.0,1054,369,2,2,21,49,76,2,23,29,1,2,23,892.0,1,676,1,1103,372,2,2,30,53,80,2,35,39,1,3,35,976.0
1054,55,12,544,49,-1.0,1054,30,30,29,4,5,76,1,11,9,1,1,11,171.0,1,676,49,1103,30,30,29,4,5,80,1,11,9,1,1,11,213.0
1055,55,10,359,30,-1.0,1054,369,5,5,6,2,168,1,8,1,1,1,8,90.0,1,379,30,1103,372,5,5,7,2,183,1,9,1,1,1,9,105.0
1056,55,10,544,4,-1.0,1054,369,59,59,9,8,112,1,8,15,1,1,8,276.0,1,676,4,1103,372,59,59,10,9,128,1,14,16,1,1,14,309.0
1057,55,9,382,175,-1.0,1054,369,33,36,2,3,112,1,4,2,1,1,4,19.0,1,427,175,1103,372,33,36,2,3,128,1,4,2,1,1,4,19.0
1058,55,9,382,175,-1.0,1054,369,33,36,5,2,41,1,9,10,1,1,9,171.0,1,427,175,1103,372,33,36,5,2,42,1,10,11,1,1,10,213.0
1059,55,9,382,175,-1.0,1054,369,33,36,18,3,70,1,16,11,1,1,16,19.0,1,427,175,1103,372,33,36,18,3,101,1,18,11,1,1,18,19.0
1060,55,11,544,49,-1.0,1054,30,30,29,9,3,25,1,8,5,1,1,8,171.0,1,676,49,1103,30,30,29,10,3,25,1,8,5,1,1,8,213.0
1061,55,10,544,15,20474.0,1054,3,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,15,1103,3,2,3,657,916,657,657,655,590,590,655,655,976.0
